Date,FXS,MLND,OIL,MNLO,ARNC,CZR,SOXS,HIBS,BNKD,PASS,TECS,SMDD,FAZ,WEBS,DNK,TZA,SRTY,GBR,SDOW,DRV,UNAM,SQQQ,MUTE,FNGD,SPXS,SPXU,DGAZ,FLAT,LK,ACY,STG,GCI,NRGD,LABD,STON,SPHS,ONCS,SDD,SIJ,MZZ,REW,SSG,DSLV,EDZ,RCON,BPT,SDP,UAMY,TWM,BZQ,SMN,SRS,DXD,UCO,PED,JDST,CHEK,COE,RMED,SCC,SKF,TVIX,QID,YCOM,SWKH,GOGO,SDS,TRNX,LACK,KOLD,NRGZ,EWV,EMTY,AIRT,SGOC,IGIC,PPSI,EEV,EFU,ZSL,ERY,UVXY,MWK,DUST,DGLD,OAS,RXD,SZK,OFED,DUG,OMEX,BIS,EPV,MARPS,MDIA,NES,STRM,YANG,FGBI,DRIP
2018-01-02,1839.0,20.25,11.829999923706055,,,12.449999809265135,1784.1317138671875,,,,326.2821350097656,39.56619644165039,57.93326187133789,,,58.448219299316406,30.62020301818848,1.559999942779541,75.20233917236328,52.05961990356445,8.5,394.325439453125,,,28.74016571044922,43.08340835571289,503.20001220703125,61.7599983215332,,15.260000228881836,,12.203821182250975,,828.1989135742188,6.079999923706055,2.299999952316284,18.700000762939453,15.30577278137207,16.374547958374027,18.068130493164066,127.470703125,156.17575073242188,22.68000030517578,41.71255493164063,6.3499999046325675,14.694819450378418,25.550886154174805,0.3100000023841858,16.738292694091793,42.15596389770508,25.56538009643555,28.88834381103516,33.582725524902344,590.0,0.3210000097751617,1160.3555908203125,10.920000076293944,12.149999618530273,,45.69141387939453,20.786643981933594,517.0,49.81648635864258,,10.949999809265137,11.359999656677244,39.24605941772461,495.0,,38.04999923706055,,26.003379821777344,32.59523391723633,16.553333282470707,1.1799999475479126,,5.339850425720215,39.61204528808594,22.289766311645508,30.51000022888184,41.83224487304688,47.25,,542.0318603515625,42.16999816894531,8.569999694824219,29.21666717529297,26.97749137878418,28.511890411376953,35.45438766479492,3.9500000476837163,81.91670227050781,30.309246063232425,2.485678434371948,,20.5,1.6799999475479126,52.0898323059082,21.16537475585937,44.72941970825195
2018-01-03,1839.0,22.049999237060547,11.829999923706055,,,12.479999542236328,1693.4530029296875,,,,317.9536437988281,39.32879257202149,57.14706039428711,,,58.30112075805664,30.571521759033203,1.6399999856948853,74.26960754394531,52.40405654907226,8.199999809265138,382.73333740234375,,,28.211027145385746,42.309913635253906,523.5999755859375,61.7599983215332,,15.449999809265135,,11.822000503540039,,796.9461059570312,6.309999942779541,2.259999990463257,18.700000762939453,15.236915588378904,16.158319473266598,17.940683364868164,123.7747802734375,152.40110778808594,22.84000015258789,40.53892517089844,6.800000190734862,14.798789978027346,25.84822082519531,0.3100000023841858,16.718738555908207,41.273624420166016,25.18796157836914,28.995988845825195,33.34950637817383,615.25,0.37299999594688416,1210.324462890625,10.800000190734863,12.18000030517578,,45.63335418701172,20.628496170043945,495.0,48.89181518554688,,10.600000381469727,11.300000190734865,38.76142883300781,480.0,,39.099998474121094,,25.305435180664066,32.78244400024414,16.633333206176758,1.1200000047683716,,5.4190640449523935,38.82472229003906,22.289766311645508,30.70000076293945,39.92410659790039,45.25,,558.3076171875,42.5099983215332,8.800000190734863,29.21666717529297,27.0559139251709,28.28218650817871,34.423274993896484,3.890000104904175,79.80121612548828,29.99291038513184,2.485678434371948,,20.959999084472656,1.7000000476837158,51.11069869995117,21.21508026123047,43.50507354736328
2018-01-04,1839.0,20.100000381469727,11.829999923706055,,,12.899999618530273,1664.0118408203125,,,,312.5646057128906,38.8935661315918,56.21344757080078,,,57.90884399414063,30.298908233642575,1.7400000095367432,72.90933227539062,55.1103744506836,9.0,380.80126953125,,,27.86806678771973,41.72979736328125,587.5999755859375,61.7599983215332,,15.550000190734865,,11.958877563476562,,822.3389892578125,6.059999942779541,2.309999942779541,20.100000381469727,15.1385498046875,15.843802452087402,17.87205696105957,122.2806625366211,151.92930603027344,22.63999938964844,39.95211410522461,8.399999618530272,14.902761459350586,26.353689193725586,0.33000001311302185,16.64052391052246,40.685401916503906,24.79067230224609,29.896303176879886,32.883079528808594,618.5,0.3499999940395355,1188.6630859375,10.68000030517578,12.760000228881836,,45.45918273925781,20.381389617919922,492.0,48.66064834594727,,10.550000190734863,11.149999618530273,38.43186950683594,525.0,,41.95000076293945,,24.667314529418945,33.162792205810554,18.16666603088379,1.4099999666213991,,5.343386650085449,38.48027038574219,22.289766311645508,30.489999771118164,39.19020462036133,45.0,,547.7037353515625,41.86000061035156,8.8100004196167,29.21666717529297,26.56576919555664,28.08119773864746,34.016780853271484,3.8250000476837163,81.05485534667969,29.3602294921875,2.485678434371948,,20.11000061035156,1.7300000190734863,50.033653259277344,20.908573150634766,42.607215881347656
2018-01-05,1839.0,19.049999237060547,12.088000297546387,,,12.850000381469727,1634.5709228515625,,,,303.2562255859375,38.8935661315918,55.37810134887695,,,57.46754455566406,30.143129348754886,1.6299999952316284,71.08271789550781,55.1103744506836,8.949999809265137,369.40240478515625,,,27.33892250061035,40.91762924194336,636.2000122070312,61.7599983215332,,15.550000190734865,,11.958877563476562,,832.1055297851562,6.079999923706055,2.440000057220459,19.600000381469727,15.118876457214355,15.843802452087402,17.783823013305664,119.92155456542969,150.1992645263672,22.6299991607666,38.97409439086914,7.4000000953674325,14.833446502685547,26.29422187805176,0.33000001311302185,16.552528381347653,39.95012283325195,24.33379364013672,29.81801414489746,32.338912963867195,612.5,0.3400000035762787,1215.98583984375,10.979999542236328,13.140000343322756,,44.68507385253906,20.24300765991211,493.0,47.69745254516602,,10.609999656677246,11.149999618530273,37.93753051757813,495.0,,44.0,,24.796934127807614,33.18643569946289,21.399999618530273,1.350000023841858,,5.339850425720215,37.840576171875,21.54743194580078,30.479999542236328,39.2391357421875,44.95000076293945,,550.6629028320311,42.04999923706055,8.710000038146973,28.06647872924805,26.44813537597656,28.08119773864746,34.056434631347656,3.759999990463257,81.2115478515625,28.90549468994141,2.7415573596954346,,20.200000762939453,1.7899999618530271,49.54408645629883,21.090818405151367,43.58669662475586
2018-01-08,1839.0,17.100000381469727,12.088000297546387,,,12.649999618530273,1596.8863525390625,,,,299.8268737792969,38.69573593139648,55.279823303222656,,,57.222373962402344,30.016559600830078,1.5499999523162842,71.16044616699219,54.22467041015625,8.899999618530273,365.1519775390625,,,27.18214225769043,40.724266052246094,617.5999755859375,61.7599983215332,,15.800000190734865,,11.843613624572756,,880.93798828125,5.760000228881836,2.400000095367432,19.200000762939453,14.961491584777832,15.843802452087402,17.626962661743164,118.97792053222656,147.840087890625,23.03000068664551,38.97409439086914,7.8499999046325675,15.145365715026855,25.97706413269043,0.33000001311302185,16.523197174072266,40.29325485229492,24.35366058349609,29.446147918701172,32.41665267944336,619.5,0.3389999866485596,1273.093017578125,11.039999961853027,13.619999885559082,,44.68507385253906,20.193586349487305,478.0,47.38922500610352,,10.899999618530273,10.979999542236328,37.80183410644531,480.0,,43.5099983215332,,24.29840469360352,33.16082000732422,21.75333404541016,1.3200000524520874,,5.339850425720215,37.79137420654297,21.54743194580078,30.82999992370605,38.55416488647461,43.849998474121094,,567.6785888671875,42.06999969482422,8.659999847412111,28.06647872924805,26.44813537597656,28.08119773864746,33.64993667602539,3.759999990463257,83.5229263305664,29.13286018371582,2.7415573596954346,,19.600000381469727,1.7400000095367432,49.05451965332031,21.13224029541016,42.852088928222656
2018-01-09,1839.0,16.799999237060547,12.366000175476074,,,12.75,1642.8143310546875,,,,301.7864685058594,37.70658493041992,54.73931884765625,,,57.46754455566406,30.10418510437012,1.5399999618530271,70.22769165039061,56.5373420715332,8.75,364.958740234375,,,27.00576400756836,40.41486358642578,539.4000244140625,61.7599983215332,,15.899999618530273,,11.814797401428224,,810.6192626953125,5.800000190734862,2.2699999809265137,18.799999237060547,14.971328735351562,15.362196922302244,17.548534393310547,119.60698699951172,150.67108154296875,23.51000022888184,39.21860885620117,7.25,16.497011184692386,26.3834228515625,0.3400000035762787,16.552528381347653,40.8814811706543,24.433115005493164,30.12138557434082,32.06683349609375,638.5,0.3350000083446503,1350.63037109375,10.68000030517578,13.729999542236328,,44.58831787109375,20.055206298828125,490.0,47.31216812133789,,10.989999771118164,10.90999984741211,37.63705825805664,480.0,,39.91999816894531,,24.218639373779297,33.56087112426758,22.433332443237305,1.3200000524520874,,5.339850425720215,37.988197326660156,21.31978416442871,31.270000457763672,38.896644592285156,44.79999923706055,,590.119384765625,42.650001525878906,8.699999809265138,27.64376449584961,26.17365646362305,28.08119773864746,33.887893676757805,3.660000085830689,80.27132415771484,28.994464874267575,2.7415573596954346,,19.950000762939453,1.6299999952316284,49.3482666015625,21.43045997619629,43.01533508300781
2018-01-10,1839.0,16.649999618530273,12.496000289916992,,,13.0,1701.6966552734375,,,,305.2158508300781,38.77486801147461,54.19879913330078,,,57.51657485961914,30.08471298217773,1.5199999809265137,70.34429931640625,58.25953674316406,8.649999618530272,367.6636047363281,,,27.13314819335937,40.60824203491211,565.7999877929688,61.7599983215332,,15.729999542236328,,11.872428894042967,,783.2730712890625,5.78000020980835,2.2799999713897705,19.399999618530273,15.069692611694336,15.273738861083984,17.803428649902344,120.70793151855469,156.01849365234375,23.59000015258789,39.9032096862793,7.3499999046325675,16.531669616699222,27.106937408447266,0.33000001311302185,16.552528381347653,40.8814811706543,24.611896514892575,30.894479751586914,32.18343734741211,648.25,0.3240000009536743,1300.169677734375,10.199999809265137,12.850000381469727,,44.66572952270508,19.93659782409668,479.0,47.54335021972656,,11.0,10.5600004196167,37.77275848388672,465.0,,41.43000030517578,,23.97934150695801,33.324386596679695,20.700000762939453,1.2999999523162842,,5.339850425720215,38.43107604980469,21.31978416442871,31.270000457763672,39.04342651367188,43.900001525878906,,580.7484741210938,42.349998474121094,8.8100004196167,27.64376449584961,26.64419364929199,28.08119773864746,33.977123260498054,3.7300000190734863,79.40945434570312,29.13286018371582,2.7415573596954346,,20.100000381469727,1.6000000238418581,49.250343322753906,21.8032341003418,43.58669662475586
2018-01-11,1839.0,16.649999618530273,12.5,,,13.149999618530273,1671.0780029296875,,,,300.3167419433594,37.15265655517578,53.56000518798828,,,54.5255126953125,28.54640388488769,1.5800000429153442,68.75086975097656,58.89921188354492,8.5,360.1286315917969,,,26.54521179199219,39.718727111816406,493.0,61.7599983215332,,15.449999809265135,,12.175002098083494,,765.6932373046875,5.6599998474121085,2.2799999713897705,20.0,14.617208480834961,15.037851333618164,17.27403450012207,119.7642822265625,153.5020751953125,23.649999618530273,39.169700622558594,7.8499999046325675,17.432767868041992,27.31506729125977,0.3400000035762787,15.995238304138185,39.36190414428711,23.93651008605957,31.13912773132324,31.67814826965332,652.0,0.3440000116825104,1268.169921875,11.12399959564209,13.5,,43.19492721557617,19.8080997467041,473.0,46.92689514160156,,11.0,10.449999809265137,37.22996520996094,465.0,,38.65999984741211,,23.75001716613769,32.57553100585937,20.03333282470703,1.4500000476837158,,5.339850425720215,37.9389877319336,21.31978416442871,31.35000038146973,36.59710311889648,43.349998474121094,,571.8707275390625,41.90999984741211,9.34000015258789,27.64376449584961,26.546161651611328,28.08119773864746,32.579174041748054,3.7799999713897705,79.1352310180664,28.81652069091797,2.7415573596954346,,20.100000381469727,1.6200000047683716,48.27121353149414,22.69789886474609,40.68907928466797
2018-01-12,1839.0,17.700000762939453,12.491000175476074,,,13.050000190734865,1645.169677734375,,,,296.39739990234375,36.87569046020508,52.72467041015625,,,53.83904647827149,28.20563507080078,1.6499999761581419,66.92424774169922,60.37538146972656,8.699999809265138,352.59375,,,26.03567314147949,38.9839096069336,455.6000061035156,62.97999954223633,,15.119999885559082,,12.182207107543945,,755.9267578125,5.619999885559082,2.289999961853028,19.399999618530273,14.43031406402588,14.85110569000244,17.244623184204098,118.1129150390625,152.24386596679688,22.489999771118164,37.99607849121094,8.550000190734862,18.125919342041016,27.523202896118164,0.3400000035762787,15.858357429504395,39.26386642456055,23.93651008605957,31.64800262451172,31.095111846923828,667.75,0.3449999988079071,1159.37109375,11.711999893188475,12.90999984741211,,42.2660026550293,19.570877075195312,474.0,46.2333984375,,10.760000228881836,10.350000381469727,36.74532318115234,495.0,,36.959999084472656,,23.57054710388184,32.04343414306641,19.799999237060547,1.4299999475479126,,5.339850425720215,37.250083923339844,20.765506744384766,30.309999465942386,35.56964111328125,43.349998474121094,,525.2630004882811,40.43000030517578,9.270000457763672,27.21121597290039,26.44813537597656,28.50232315063477,31.964466094970703,3.7300000190734863,78.11665344238281,28.154186248779297,2.7415573596954346,,20.100000381469727,1.6599999666213991,45.7254753112793,22.656475067138672,39.587162017822266
2018-01-16,1839.0,17.399999618530273,12.550000190734865,,,13.0,1627.5050048828125,,,,299.3368835449219,37.31092071533203,53.06863784790039,,,55.94749450683594,29.24740600585937,1.6000000238418581,66.96311187744139,60.08014678955078,8.75,355.2986145019531,,,26.31003761291504,39.37065505981445,470.0,62.97999954223633,,15.670000076293945,,12.052533149719238,,824.2922973632812,5.449999809265137,2.2699999809265137,18.299999237060547,14.66639232635498,15.086994171142578,17.362266540527347,118.74200439453124,150.828369140625,22.6299991607666,38.485084533691406,15.149999618530273,18.888383865356445,27.642133712768555,0.33000001311302185,16.25921630859375,39.50896072387695,24.532440185546875,31.45228385925293,31.095111846923828,657.0,0.3440000116825104,1096.8486328125,10.920000076293944,12.40999984741211,,41.41448974609375,19.630184173583984,534.0,46.503089904785156,,10.739999771118164,10.09000015258789,36.987640380859375,525.0,,37.79999923706055,,23.43095970153809,32.683910369873054,19.56666755676269,1.350000023841858,,5.445940017700195,37.49612808227539,20.765506744384766,30.440000534057614,36.84173202514648,48.75,,500.8492736816406,40.33000183105469,9.010000228881836,26.739347457885746,26.56576919555664,27.35380554199219,32.79729461669922,3.740000009536743,80.03627014160156,27.99601554870605,2.7415573596954346,,20.100000381469727,1.7100000381469729,45.7254753112793,22.076602935791016,41.70936584472656
