Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,127.16000366210938,125.73999786376953,127.16000366210938,126.75,256000.0,119.11802673339844
2018-01-03,127.75,126.45999908447266,127.16999816894531,127.08999633789062,211700.0,119.43755340576172
2018-01-04,128.83999633789062,127.58000183105469,128.0399932861328,128.6999969482422,306400.0,120.95060729980469
2018-01-05,129.10000610351562,127.97000122070312,128.86000061035156,129.07000732421875,163600.0,121.29833984375
2018-01-08,130.50999450683594,128.00999450683594,128.85000610351562,130.30999755859375,259100.0,122.46366882324219
2018-01-09,131.97000122070312,130.1300048828125,130.85000610351562,130.49000549316406,392200.0,122.63284301757812
2018-01-10,131.25999450683594,128.80999755859375,130.38999938964844,129.13999938964844,603100.0,121.36412048339844
2018-01-11,131.11000061035156,129.38999938964844,129.66000366210938,129.89999389648438,479500.0,122.07835388183594
2018-01-12,131.05999755859375,129.3800048828125,130.39999389648438,129.75,279400.0,121.93739318847656
2018-01-16,131.4600067138672,128.6999969482422,130.7100067138672,129.07000732421875,293100.0,121.29833984375
2018-01-17,132.22999572753906,129.6199951171875,129.77000427246094,131.99000549316406,387200.0,124.04251098632812
2018-01-18,132.52000427246094,130.50999450683594,132.52000427246094,131.17999267578125,273900.0,123.2812728881836
2018-01-19,133.10000610351562,131.55999755859375,131.67999267578125,133.0399932861328,220600.0,125.02928924560547
2018-01-22,134.2899932861328,132.55999755859375,132.88999938964844,134.19000244140625,376600.0,126.11004638671875
2018-01-23,134.72999572753906,132.07000732421875,134.2899932861328,132.7899932861328,349700.0,124.7943344116211
2018-01-24,134.3800048828125,132.10000610351562,133.3699951171875,132.82000732421875,253600.0,124.82254791259766
2018-01-25,134.02000427246094,132.72999572753906,133.72999572753906,133.7100067138672,213300.0,125.65895080566406
2018-01-26,136.17999267578125,133.60000610351562,134.14999389648438,136.02000427246094,209600.0,127.8298568725586
2018-01-29,136.92999267578125,134.35000610351562,135.4600067138672,134.50999450683594,324400.0,126.41077423095703
2018-01-30,133.35000610351562,131.24000549316406,133.13999938964844,131.58999633789062,422500.0,123.66659545898438
2018-01-31,134.0399932861328,131.32000732421875,132.14999389648438,131.38999938964844,460200.0,123.47864532470703
2018-02-01,132.86000061035156,130.9600067138672,131.1300048828125,132.22999572753906,607800.0,124.26805114746094
2018-02-02,130.35000610351562,120.5999984741211,129.8699951171875,122.5,818900.0,115.12393188476562
2018-02-05,122.0,117.36000061035156,121.3499984741211,117.37000274658203,1267900.0,110.30282592773438
2018-02-06,122.8499984741211,112.73999786376953,113.01000213623047,121.83000183105469,1173700.0,114.49427795410156
2018-02-07,122.97000122070312,120.41000366210938,121.61000061035156,120.97000122070312,695100.0,113.6860580444336
2018-02-08,121.08999633789062,113.66999816894531,120.9000015258789,113.7300033569336,774100.0,106.88199615478516
2018-02-09,116.51000213623047,111.18000030517578,115.61000061035156,115.5999984741211,665300.0,108.63939666748047
2018-02-12,118.72000122070312,115.66999816894531,116.97000122070312,117.44000244140625,586200.0,110.36860656738281
