Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,148.4600067138672,145.72999572753906,145.72999572753906,147.4199981689453,266200.0,143.47622680664062
2018-01-03,149.6999969482422,145.6300048828125,148.55999755859375,149.1199951171875,236400.0,145.13075256347656
2018-01-04,151.44000244140625,147.25999450683594,149.67999267578125,150.17999267578125,593500.0,146.1623992919922
2018-01-05,151.83999633789062,148.22999572753906,150.91000366210938,149.33999633789062,199500.0,145.34486389160156
2018-01-08,149.57000732421875,146.92999267578125,149.57000732421875,148.41000366210938,342900.0,144.43975830078125
2018-01-09,149.25999450683594,146.72000122070312,148.49000549316406,146.88999938964844,242900.0,142.96038818359375
2018-01-10,146.72000122070312,145.00999450683594,146.52999877929688,145.66000366210938,206900.0,141.76333618164062
2018-01-11,147.52000427246094,145.1199951171875,145.1199951171875,147.42999267578125,144200.0,143.4859619140625
2018-01-12,149.9199981689453,147.3300018310547,147.42999267578125,148.4600067138672,163800.0,144.4884033203125
2018-01-16,149.02000427246094,145.74000549316406,148.99000549316406,146.24000549316406,279100.0,142.3278045654297
2018-01-17,149.75999450683594,146.69000244140625,147.33999633789062,148.17999267578125,288100.0,144.21588134765625
2018-01-18,150.27000427246094,147.72999572753906,147.72999572753906,149.1999969482422,240200.0,145.2086181640625
2018-01-19,151.49000549316406,149.39999389648438,149.9199981689453,151.13999938964844,225800.0,147.09671020507812
2018-01-22,151.08999633789062,148.38999938964844,150.75999450683594,149.99000549316406,242200.0,145.97750854492188
2018-01-23,151.47999572753906,149.4600067138672,149.77000427246094,149.8699951171875,243500.0,145.86070251464844
2018-01-24,150.38999938964844,146.5399932861328,150.35000610351562,147.58999633789062,180700.0,143.6416778564453
2018-01-25,148.9199981689453,146.07000732421875,148.52000427246094,148.2899932861328,330300.0,144.3229522705078
2018-01-26,150.1999969482422,146.80999755859375,148.6300048828125,150.10000610351562,202800.0,146.08453369140625
2018-01-29,150.22000122070312,146.10000610351562,149.2100067138672,146.61000061035156,196800.0,142.68788146972656
2018-01-30,145.77999877929688,143.0500030517578,143.6699981689453,144.72999572753906,230700.0,140.85818481445312
2018-01-31,146.32000732421875,142.52000427246094,145.47999572753906,143.72000122070312,488900.0,139.87522888183594
2018-02-01,145.11000061035156,143.08999633789062,143.08999633789062,144.22000122070312,197800.0,140.36183166503906
2018-02-02,143.5500030517578,140.33999633789062,143.5399932861328,141.72000122070312,192200.0,137.92872619628906
2018-02-05,143.7100067138672,135.22000122070312,140.5,135.5800018310547,275800.0,131.95297241210938
2018-02-06,139.92999267578125,131.6300048828125,132.52000427246094,139.08999633789062,406000.0,135.36907958984375
2018-02-07,139.8800048828125,135.99000549316406,138.8699951171875,137.6300048828125,250100.0,133.94813537597656
2018-02-08,137.57000732421875,133.57000732421875,137.52999877929688,133.64999389648438,293800.0,130.07460021972656
2018-02-09,137.58999633789062,131.67999267578125,135.2899932861328,136.4600067138672,289300.0,132.80946350097656
2018-02-12,138.2899932861328,135.44000244140625,136.97999572753906,136.91000366210938,272800.0,133.24742126464844
2018-02-13,137.61000061035156,135.3000030517578,135.5500030517578,137.27000427246094,148200.0,133.59776306152344
2018-02-14,140.36000061035156,136.10000610351562,136.2899932861328,139.6300048828125,174600.0,135.8946533203125
2018-02-15,140.25,136.94000244140625,140.1699981689453,139.0,196000.0,135.28147888183594
